soin,ambre,12,1722
rythme,cran,11,1224
fibre,fonte,11,1458
grange,bouc,11,1638
aigle,brosse,11,1086
vitre,axe,12,1786
stress,hertz,11,1352
gag,tonne,10,136
zinc,verbe,10,238
trousse,pieuvre,11,1072
cidre,lustre,11,1114
tuile,fleuve,11,1015
hargne,joute,10,757
genre,siècle,10,552
chou,truite,11,1543
nymphe,vrac,10,178
firme,tacle,11,1331
moufle,crabe,12,1780
science,hâte,10,817
vitre,cuisse,11,938
plume,corne,10,707
perte,suite,11,1118
algue,fraise,11,1477
chou,ski,10,205
soupe,chips,11,1652
cage,bouée,12,1729
poule,bille,11,1122
nuance,culte,11,1617
manche,perle,11,1314
cran,ligue,10,466
flux,script,0,2
crabe,bol,12,1717
cage,nuit,11,1474
brèche,vente,10,573
poire,graine,11,1632
feutre,truite,10,52
trouille,phase,12,1751
pacte,taille,10,245
flamme,cintre,11,1350
pelle,chiot,11,1142
havre,spectre,11,1337
phoque,moufle,10,887
flûte,veste,10,387
fouet,blé,10,417
herbe,grange,10,886
ruse,grade,10,756
clown,parc,11,1403
joute,âme,10,221
fuite,chance,11,1574
loi,frousse,10,176
siège,slip,11,1599
cuisse,tresse,10,684
niche,herbe,10,912
bûche,cage,10,409
lien,siècle,10,253
poivre,gaufre,10,847
ski,cage,10,493
verbe,loi,11,1579
dinde,cintre,11,961
grue,hache,11,1522
moeurs,vanne,11,1317
oeil,laine,11,1145
clown,tigre,11,1643
lèpre,malt,11,1080
brosse,toast,10,492
huître,lampe,10,418
asthme,score,10,21
nuée,hargne,10,38
cause,gage,11,1602
nappe,brosse,11,1244
forme,charte,10,683
four,mouette,10,16
planche,trèfle,10,146
veste,tronc,10,800
barque,zèbre,11,1097
hanche,sucre,10,251
nappe,slip,10,797
grade,joute,10,452
rôle,gré,11,1319
folk,gramme,10,327
vase,grotte,11,1270
preuve,ambre,10,654
ski,lèvre,10,706
miette,gant,11,1296
drap,tigre,10,75
cible,hanche,11,1211
onde,fuite,11,1255
graine,âne,10,851
flot,tact,10,304
dette,onde,10,518
transe,ambre,12,1709
bague,quiche,10,305
quête,fougue,12,1783
gamme,secte,11,946
moule,clou,10,89
chèque,crêpe,12,1672
mèche,flûte,11,1009
goût,tact,12,1793
honte,lieu,12,1748
jupe,four,11,1191
trousse,chou,10,159
rage,soin,10,676
honte,air,12,1686
suite,malt,11,947
gramme,malt,11,1513
stress,gamme,9,4
zèbre,quiche,12,1684
vitre,douche,11,1637
vente,diète,10,714
tigre,gant,11,1210
gloire,stress,10,904
doute,ordre,11,1578
foudre,tronc,10,822
nacre,choix,10,198
truite,nuit,11,1200
jupe,bûche,10,105
niche,grappe,10,28
perte,cause,11,1598
heure,tort,11,1291
perte,fugue,10,920
plume,barque,11,1316
cloître,muse,10,329
oeil,fille,10,893
volt,vrac,11,1209
frousse,truc,11,1369
luge,steak,10,79
fougue,asthme,11,1467
zèbre,sucre,11,1141
barque,toast,10,150
clown,grue,10,29
perte,volt,10,729
casque,lampe,11,1385
ski,hanche,10,891
stade,fleuve,10,386
scribe,gramme,10,113
fougue,nymphe,10,607
ruse,centre,10,408
membre,tort,12,1741
gré,style,10,677
scribe,zone,11,1342
truie,flèche,11,1207
ambre,secte,12,1708
grange,foudre,11,1518
vigne,disque,10,98
drap,flamme,10,392
peine,stock,10,635
planche,bague,10,267
couette,steak,11,940
flot,zèle,11,1437
perle,poivre,10,284
pieuvre,quille,11,1161
gamme,cloître,10,59
tonne,fraude,10,438
moeurs,preuve,11,1274
fleuve,singe,10,197
vitre,truie,10,133
bol,tête,11,1452
transe,ruse,10,215
jupe,trousse,11,1322
cage,mangue,11,935
stress,choix,12,1816
vigne,lièvre,12,1749
quille,bouc,11,993
sens,taille,10,351
ligue,dette,10,604
air,lèpre,11,1380
flemme,taille,11,1223
suite,siècle,10,323
rythme,nymphe,11,1460
stock,diète,10,875
huile,cuisse,10,827
soupe,cible,10,395
âne,oeil,10,705
asthme,dieu,11,1132
ordre,hymne,12,1776
griffe,laine,11,1158
bouée,brosse,10,739
gamme,seuil,11,1414
seuil,secte,11,1033
sucre,graine,11,1623
pneu,coude,10,141
race,cause,10,732
tigre,aigle,10,919
genre,culte,11,1591
soin,rythme,10,210
zinc,crise,10,367
prisme,pacte,10,257
boule,clou,11,1372
poivre,slip,10,187
muse,base,11,937
vase,four,10,413
cure,zone,11,1409
cause,clan,12,1799
thème,muse,12,1791
four,luge,11,1218
joute,fonte,11,1083
gramme,ambre,12,1735
brosse,herbe,11,1415
cycle,quartz,11,1004
fuite,flux,10,692
sabre,oeil,11,1116
trouille,zone,10,649
lustre,barbe,11,1231
dette,brèche,11,1383
crêpe,grange,11,1143
gage,ligue,10,225
toast,fille,12,1660
diète,fuite,12,1692
cercle,main,10,119
laine,jupe,10,917
type,clan,10,748
cidre,flamme,11,1140
score,âge,10,858
ruche,mèche,11,1032
pacte,flot,11,1530
doute,thème,11,1555
niche,trousse,10,597
drame,honte,11,1642
cran,firme,12,1794
hargne,scribe,10,511
bûche,chips,10,807
brosse,foudre,11,1156
vanne,grade,10,542
bague,tronc,12,1742
fugue,cure,11,1201
base,quête,12,1689
chou,flèche,10,229
faute,sens,11,1464
sucre,gomme,10,400
oeil,huître,12,1667
nacre,doute,11,1001
gag,vrac,11,968
douche,poire,11,1445
moule,âne,10,360
gamme,perte,11,1340
mythe,vente,10,425
quartz,stock,10,614
bulle,clou,12,1685
vente,chance,12,1807
taille,quartz,10,877
coude,cintre,12,1710
dette,fugue,10,813
grotte,truie,10,227
dinde,luge,10,653
planche,flamme,10,637
timbre,lèvre,11,1511
disque,coude,11,1008
grotte,cercle,11,1188
peine,style,10,43
guêpe,nuage,10,785
chrome,houle,10,25
lien,cible,10,872
gant,cube,10,65
fibre,chose,10,698
chèvre,main,10,297
zone,pacte,11,1321
grue,ski,10,275
grange,clown,10,450
ordre,tacle,10,33
gloire,gré,10,299
oeil,perle,11,1549
axe,ambre,12,1703
gamme,trêve,10,249
hargne,gage,11,1259
cloître,houle,10,318
frange,poivre,10,30
griffe,chips,10,234
transe,fonte,11,1394
parc,fleuve,11,1559
algue,chips,10,725
grade,pacte,11,1160
soupe,fleuve,11,1493
hache,miette,10,686
barbe,chou,12,1711
barbe,truie,11,1034
grade,âme,10,540
flamme,cible,10,665
bulle,nappe,10,630
lampe,mouche,12,1775
hache,cirque,10,51
verbe,acte,10,910
fuite,rôle,10,354
âme,goût,11,1242
tresse,grange,11,950
cible,timbre,10,151
barbe,casque,10,388
miette,pneu,10,112
cycle,zinc,11,1400
malt,asthme,12,1675
air,hargne,11,1215
hache,vigne,10,766
tact,science,10,432
planche,singe,10,626
huile,casque,10,57
lustre,hache,11,1443
diète,tact,11,1328
zone,dette,10,504
flèche,lampe,12,1702
quartz,axe,11,1133
skieur,feutre,11,1308
gramme,type,11,1398
spasme,tort,11,1364
corne,miette,10,681
nacre,dieu,11,1329
quartz,rythme,11,1113
aigle,mèche,10,200
tort,gramme,11,1052
vitre,torche,10,242
preuve,nuée,10,195
cancre,nymphe,10,78
cidre,main,12,1801
feuille,flûte,11,1406
stade,chèvre,10,791
fougue,culte,11,1424
griffe,bille,10,125
foudre,barbe,11,1367
spectre,style,11,971
loi,dose,11,1535
mouche,trèfle,11,1430
graine,perle,12,1813
spasme,hymne,10,188
grappe,barque,11,974
hertz,axe,10,582
steak,lèvre,10,787
ruche,flûte,10,237
nappe,nuit,10,695
vase,tuile,11,1378
poule,flèche,11,998
grotte,mangue,10,243
lièvre,feutre,11,1344
rôle,zinc,11,1356
chiot,trèfle,10,169
gorge,clown,11,1612
quiche,algue,11,1470
siècle,cran,10,108
chèque,fleuve,11,1275
cancre,rage,10,730
trouille,drame,11,1629
frange,chèque,10,519
cran,genre,11,1365
truie,ongle,11,1017
tonne,rôle,11,1355
ruse,tacle,11,1572
zèle,gamme,10,270
torche,feutre,10,31
truite,laine,10,160
grotte,sabre,11,1266
goût,dette,10,347
aigle,soupe,11,969
plume,herbe,10,673
diète,quartz,10,53
mèche,crêpe,11,1346
pelle,bulle,10,22
gomme,phoque,11,1071
nuance,gain,11,1137
fraise,siège,11,985
chose,tact,11,1036
griffe,tête,10,601
score,onde,10,694
hymne,gag,11,1059
barque,ruche,11,1067
scotch,nuage,11,1284
tresse,lampe,10,363
trèfle,perle,10,885
score,rythme,10,808
pieuvre,gaufre,11,952
louange,race,10,566
gorge,frange,11,1524
honte,gage,11,1548
slip,plume,9,7
cube,flèche,10,861
truite,fouet,10,368
taxe,forme,11,1427
louange,loi,10,548
chèque,moule,10,470
âne,niche,11,1540
fleuve,couette,10,652
verbe,tacle,11,1126
mèche,bague,11,1208
flux,firme,11,1395
fougue,flux,11,1482
trêve,hymne,11,1475
mèche,gomme,10,123
siècle,dogme,10,806
fièvre,drame,10,716
gorge,bille,10,639
culte,tonne,10,669
vitre,siège,12,1802
chou,gomme,11,1186
flèche,crabe,10,77
dette,nacre,10,259
fraise,corne,11,1031
sucre,mangue,10,916
crabe,cible,10,638
truie,four,10,502
suite,nacre,11,1102
spectre,stress,10,310
four,bol,11,1625
cuisse,skieur,11,1491
truc,lèpre,11,1047
manche,chèque,10,338
steak,trèfle,10,495
steak,lièvre,11,1622
huître,skieur,10,547
tigre,brosse,11,1064
manche,lustre,10,508
oeil,bol,10,572
flèche,bec,11,1469
preuve,folk,11,991
phase,hymne,11,1440
moufle,poivre,13,1820
onde,chose,11,1177
faute,chance,11,1269
bouc,laine,11,1616
bouc,dinde,12,1814
dinde,trousse,10,352
houle,flemme,10,380
skieur,spasme,10,383
script,volt,12,1668
stade,plume,11,958
cage,barbe,11,1178
ligue,lieu,10,248
ruse,charte,10,605
cancre,fièvre,11,1024
rythme,zèle,12,1792
grotte,veste,11,1472
suite,faute,10,287
crabe,herbe,10,193
bûche,flûte,10,835
rage,fugue,11,1484
diète,seuil,12,1766
couette,ruche,12,1724
clou,luge,10,535
pneu,graine,11,1297
scotch,tuile,10,550
heure,genre,10,341
jupe,gomme,10,233
fonte,score,11,956
nuage,poivre,10,633
niche,coude,10,88
charte,type,10,859
style,score,11,1433
cirque,quiche,11,978
centre,peine,10,102
frousse,cloître,10,293
vente,gag,10,114
nuage,lièvre,10,309
huître,cirque,11,1410
lien,diète,11,1302
croupe,dogme,9,3
ruche,cage,10,906
grotte,pelle,11,1545
frousse,race,10,316
cirque,herbe,11,1501
verbe,zèle,10,578
chèque,poire,10,110
zèle,nuée,11,1056
volt,membre,11,1157
bille,manche,11,1035
main,chou,11,1497
quête,tonne,11,1109
clou,phoque,11,1155
poisse,centre,11,1375
chèvre,huile,11,1419
cidre,huître,10,900
gain,loi,11,1571
vanne,âge,12,1774
diète,scribe,11,1349
nymphe,verbe,10,261
lustre,grue,11,1245
clown,aigle,10,475
ligue,choix,10,574
tact,malt,11,1087
masque,nappe,10,544
secte,moeurs,12,1811
preuve,rythme,10,342
cure,skieur,10,513
asthme,trêve,12,1707
acte,phase,10,691
brosse,poire,10,264
norme,gloire,10,799
score,gamme,11,1479
poire,griffe,10,124
bouc,ongle,10,491
phoque,huile,10,436
cible,ski,10,175
firme,suite,10,478
siècle,perte,12,1770
couette,masque,10,829
truie,graine,10,753
skieur,blé,11,1181
loi,houle,10,407
flûte,aigle,11,1117
centre,spectre,10,794
planche,pieuvre,10,250
cure,quartz,10,311
peine,volt,10,539
rage,gain,11,1502
cube,graine,10,202
fleuve,siège,11,1333
flèche,vitre,10,350
poisse,nacre,10,558
soupe,ski,10,856
dieu,fuite,11,1261
cycle,croupe,10,155
ordre,louange,11,1544
âme,gloire,10,884
poire,main,10,809
grade,goût,12,1740
phase,flot,10,647
fièvre,nacre,11,987
truie,perle,10,358
barbe,grotte,10,713
blé,cage,10,736
cible,skieur,12,1761
dinde,foudre,10,421
trousse,plume,10,854
fouet,boule,11,1055
luge,poule,11,1171
truie,bulle,10,379
dogme,fraude,11,1537
miette,frange,11,1136
joute,membre,10,689
zinc,base,10,661
flèche,sucre,10,325
phase,nacre,10,121
perte,fuite,10,908
hymne,hertz,11,1189
torche,oeil,10,591
stade,ongle,11,1049
âne,phoque,11,1649
drap,fille,11,1442
chèque,nuage,11,1044
cercle,clown,11,1567
slip,luge,10,171
âge,frousse,10,850
grue,aigle,12,1818
chèvre,couette,10,120
membre,onde,10,140
blé,moule,12,1806
script,score,11,1306
timbre,tête,10,710
toast,tronc,11,1320
ligue,transe,10,349
cran,louange,11,1309
spectre,suite,10,276
algue,couette,11,1014
type,zinc,10,402
moule,guêpe,10,897
vase,bague,12,1732
scribe,chrome,10,122
trousse,ruche,10,767
volt,norme,10,480
masque,bulle,10,454
slip,boule,10,905
miette,trèfle,10,149
doute,cycle,11,1510
slip,zèbre,11,1338
gain,crise,12,1804
fraude,rage,12,1797
tête,poule,10,918
cirque,timbre,12,1700
forme,genre,10,632
hâte,lèpre,11,1212
algue,grange,11,1106
tigre,bûche,11,1037
stade,moufle,11,1134
four,grotte,10,414
miette,flèche,12,1676
nuance,nacre,10,455
clan,rôle,11,1650
doute,malt,10,298
coude,grange,10,385
clope,gorge,10,882
muse,clan,12,1743
feutre,cube,11,1203
quête,chrome,11,1486
frange,feuille,10,258
barbe,truite,11,1236
moule,bague,11,1293
poisse,rythme,11,1462
clan,nuance,10,204
bague,aigle,10,621
jupe,tête,10,814
fouet,lièvre,10,527
quartz,brèche,10,529
cloître,base,10,682
thème,gloire,11,1455
laine,rôle,10,128
phoque,bûche,10,137
verbe,fibre,10,143
tort,crise,10,888
cycle,brèche,11,1262
culte,fonte,11,951
pacte,havre,11,1438
gage,dieu,10,786
acte,soin,10,805
lustre,bulle,12,1750
ongle,barbe,11,1604
cancre,havre,11,1135
clou,masque,12,1683
